[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] 🚀  Start image=gitbugactions:latest
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   🐳  docker pull image=gitbugactions:latest platform= username= forcePull=false
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   🐳  docker create image=gitbugactions:latest platform= entrypoint=["tail" "-f" "/dev/null"] cmd=[]
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   🐳  docker run image=gitbugactions:latest platform= entrypoint=["tail" "-f" "/dev/null"] cmd=[]
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   🐳  docker exec cmd=[chown -R 1012:1013 /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693] user=0 workdir=
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] ⭐ Run Main actions/checkout@v1
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   🐳  docker cp src=/tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/. dst=/tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   🐳  docker exec cmd=[chown -R 1012:1013 /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693] user=0 workdir=
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   ✅  Success - Main actions/checkout@v1
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] ⭐ Run Main Check Style
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   🐳  docker exec cmd=[bash --noprofile --norc -e -o pipefail /var/run/act/workflow/1.sh] user= workdir=
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | Apache Maven 3.8.8 (4c87b05d9aedce574290d1acc98575ed5eb6cd39)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |     T extends Object declared in method <T>assertThat(T,Matcher<? super T>)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/DatabaseMetaDataIT.java:[176,6] [deprecation] <T>assertThat(T,Matcher<? super T>) in Assert has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   where T is a type-variable:
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |     T extends Object declared in method <T>assertThat(T,Matcher<? super T>)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/DatabaseMetaDataLatestIT.java:[149,6] [deprecation] <T>assertThat(T,Matcher<? super T>) in Assert has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   where T is a type-variable:
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |     T extends Object declared in method <T>assertThat(T,Matcher<? super T>)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/DatabaseMetaDataLatestIT.java:[152,6] [deprecation] <T>assertThat(T,Matcher<? super T>) in Assert has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   where T is a type-variable:
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |     T extends Object declared in method <T>assertThat(T,Matcher<? super T>)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/DatabaseMetaDataLatestIT.java:[155,6] [deprecation] <T>assertThat(T,Matcher<? super T>) in Assert has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   where T is a type-variable:
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |     T extends Object declared in method <T>assertThat(T,Matcher<? super T>)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/DatabaseMetaDataLatestIT.java:[158,6] [deprecation] <T>assertThat(T,Matcher<? super T>) in Assert has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   where T is a type-variable:
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |     T extends Object declared in method <T>assertThat(T,Matcher<? super T>)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/DatabaseMetaDataLatestIT.java:[161,6] [deprecation] <T>assertThat(T,Matcher<? super T>) in Assert has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   where T is a type-variable:
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |     T extends Object declared in method <T>assertThat(T,Matcher<? super T>)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/DatabaseMetaDataLatestIT.java:[164,6] [deprecation] <T>assertThat(T,Matcher<? super T>) in Assert has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   where T is a type-variable:
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |     T extends Object declared in method <T>assertThat(T,Matcher<? super T>)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/DatabaseMetaDataLatestIT.java:[167,6] [deprecation] <T>assertThat(T,Matcher<? super T>) in Assert has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   where T is a type-variable:
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |     T extends Object declared in method <T>assertThat(T,Matcher<? super T>)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/HeartbeatIT.java:[168,6] [deprecation] <T>assertThat(String,T,Matcher<? super T>) in Assert has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   where T is a type-variable:
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |     T extends Object declared in method <T>assertThat(String,T,Matcher<? super T>)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/HeartbeatIT.java:[172,6] [deprecation] <T>assertThat(String,T,Matcher<? super T>) in Assert has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   where T is a type-variable:
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |     T extends Object declared in method <T>assertThat(String,T,Matcher<? super T>)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/HeartbeatIT.java:[173,6] [deprecation] <T>assertThat(String,T,Matcher<? super T>) in Assert has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   where T is a type-variable:
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |     T extends Object declared in method <T>assertThat(String,T,Matcher<? super T>)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/log/JDK14JCLWrapperLatestIT.java:[69,30] [static] static method should be qualified by type name, JDK14Logger, instead of by an expression
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/log/JDK14JCLWrapperLatestIT.java:[71,10] [static] static method should be qualified by type name, JDK14Logger, instead of by an expression
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/log/JDK14JCLWrapperLatestIT.java:[72,10] [static] static method should be qualified by type name, JDK14Logger, instead of by an expression
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/log/JDK14JCLWrapperLatestIT.java:[73,10] [static] static method should be qualified by type name, JDK14Logger, instead of by an expression
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/log/JDK14JCLWrapperLatestIT.java:[78,10] [static] static method should be qualified by type name, JDK14Logger, instead of by an expression
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/log/JDK14JCLWrapperLatestIT.java:[79,10] [static] static method should be qualified by type name, JDK14Logger, instead of by an expression
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/log/JDK14JCLWrapperLatestIT.java:[80,10] [static] static method should be qualified by type name, JDK14Logger, instead of by an expression
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/core/SFTrustManagerIT.java:[55,11] [static] static method should be qualified by type name, TelemetryService, instead of by an expression
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/core/SFTrustManagerIT.java:[64,13] [static] static method should be qualified by type name, TelemetryService, instead of by an expression
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/core/SFTrustManagerIT.java:[66,13] [static] static method should be qualified by type name, TelemetryService, instead of by an expression
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/ResultSetJsonVsArrowIT.java:[1627,10] [deprecation] <T>assertThat(T,Matcher<? super T>) in Assert has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   where T is a type-variable:
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |     T extends Object declared in method <T>assertThat(T,Matcher<? super T>)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/SnowflakeDriverTest.java:[383,4] [deprecation] <T>assertThat(T,Matcher<? super T>) in Assert has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   where T is a type-variable:
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |     T extends Object declared in method <T>assertThat(T,Matcher<? super T>)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/SnowflakeDriverTest.java:[384,4] [deprecation] <T>assertThat(T,Matcher<? super T>) in Assert has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   where T is a type-variable:
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |     T extends Object declared in method <T>assertThat(T,Matcher<? super T>)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/SnowflakeDriverTest.java:[405,19] [static] static method should be qualified by type name, SnowflakeDriver, instead of by an expression
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/core/arrow/ArrowResultUtilTest.java:[56,16] [deprecation] getDate(String,TimeZone,SFBaseSession) in ResultUtil has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/core/SessionUtilExternalBrowserTest.java:[155,6] [deprecation] <T>assertThat(String,T,Matcher<? super T>) in Assert has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   where T is a type-variable:
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |     T extends Object declared in method <T>assertThat(String,T,Matcher<? super T>)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/core/SessionUtilExternalBrowserTest.java:[159,6] [deprecation] <T>assertThat(String,T,Matcher<? super T>) in Assert has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   where T is a type-variable:
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |     T extends Object declared in method <T>assertThat(String,T,Matcher<? super T>)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/core/SessionUtilExternalBrowserTest.java:[191,8] [deprecation] <T>assertThat(String,T,Matcher<? super T>) in Assert has been deprecated
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   where T is a type-variable:
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |     T extends Object declared in method <T>assertThat(String,T,Matcher<? super T>)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/SnowflakeTimestampWithTimezoneTest.java:[42,16] [rawtypes] found raw type: Collection
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   missing type arguments for generic class Collection<E>
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |   where E is a type-variable:
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   |     E extends Object declared in interface Collection
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [WARNING] /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/src/test/java/net/snowflake/client/jdbc/RestRequestTest.java:[97,8] [static] static method should be qualified by type name, HttpUtil, instead of by an expression
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] 
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] --- maven-surefire-plugin:3.0.0:test (default-test) @ snowflake-jdbc ---
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/surefire/maven-surefire-common/3.0.0/maven-surefire-common-3.0.0.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/surefire/maven-surefire-common/3.0.0/maven-surefire-common-3.0.0.pom (5.9 kB at 348 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/surefire/surefire-api/3.0.0/surefire-api-3.0.0.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/surefire/surefire-api/3.0.0/surefire-api-3.0.0.pom (3.4 kB at 202 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/surefire/surefire-logger-api/3.0.0/surefire-logger-api-3.0.0.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/surefire/surefire-logger-api/3.0.0/surefire-logger-api-3.0.0.pom (3.2 kB at 176 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/surefire/surefire-shared-utils/3.0.0/surefire-shared-utils-3.0.0.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/surefire/surefire-shared-utils/3.0.0/surefire-shared-utils-3.0.0.pom (4.1 kB at 312 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/surefire/surefire-extensions-api/3.0.0/surefire-extensions-api-3.0.0.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/surefire/surefire-extensions-api/3.0.0/surefire-extensions-api-3.0.0.pom (3.2 kB at 214 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/surefire/surefire-booter/3.0.0/surefire-booter-3.0.0.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/surefire/surefire-booter/3.0.0/surefire-booter-3.0.0.pom (4.3 kB at 481 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/surefire/surefire-extensions-spi/3.0.0/surefire-extensions-spi-3.0.0.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/surefire/surefire-extensions-spi/3.0.0/surefire-extensions-spi-3.0.0.pom (1.7 kB at 191 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/eclipse/aether/aether-util/1.0.0.v20140518/aether-util-1.0.0.v20140518.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/eclipse/aether/aether-util/1.0.0.v20140518/aether-util-1.0.0.v20140518.pom (2.2 kB at 274 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/eclipse/aether/aether/1.0.0.v20140518/aether-1.0.0.v20140518.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/eclipse/aether/aether/1.0.0.v20140518/aether-1.0.0.v20140518.pom (30 kB at 3.0 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/eclipse/aether/aether-api/1.0.0.v20140518/aether-api-1.0.0.v20140518.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/eclipse/aether/aether-api/1.0.0.v20140518/aether-api-1.0.0.v20140518.pom (1.9 kB at 190 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/shared/maven-common-artifact-filters/3.1.1/maven-common-artifact-filters-3.1.1.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/shared/maven-common-artifact-filters/3.1.1/maven-common-artifact-filters-3.1.1.pom (5.8 kB at 527 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-artifact/3.2.5/maven-artifact-3.2.5.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-artifact/3.2.5/maven-artifact-3.2.5.pom (2.3 kB at 391 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven/3.2.5/maven-3.2.5.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven/3.2.5/maven-3.2.5.pom (22 kB at 3.7 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/25/maven-parent-25.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/25/maven-parent-25.pom (37 kB at 4.2 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/apache/15/apache-15.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/apache/15/apache-15.pom (15 kB at 2.5 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-core/3.2.5/maven-core-3.2.5.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-core/3.2.5/maven-core-3.2.5.pom (8.1 kB at 2.0 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-settings/3.2.5/maven-settings-3.2.5.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-settings/3.2.5/maven-settings-3.2.5.pom (2.2 kB at 197 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-settings-builder/3.2.5/maven-settings-builder-3.2.5.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-settings-builder/3.2.5/maven-settings-builder-3.2.5.pom (2.6 kB at 288 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-interpolation/1.21/plexus-interpolation-1.21.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-interpolation/1.21/plexus-interpolation-1.21.pom (1.5 kB at 257 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-components/1.3.1/plexus-components-1.3.1.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-components/1.3.1/plexus-components-1.3.1.pom (3.1 kB at 613 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-repository-metadata/3.2.5/maven-repository-metadata-3.2.5.pom
